user_id,signup_date,acquisition_channel,device
215,2024-04-22,Facebook Ads,Desktop
216,2024-01-25,Facebook Ads,Desktop
217,2024-02-05,Facebook Ads,Mobile
218,2024-05-03,Facebook Ads,Mobile
219,2024-04-04,Organic,Mobile
220,2024-06-19,Organic,Mobile
221,2024-04-06,Google Ads,Desktop
222,2024-03-16,Facebook Ads,Desktop
223,2024-01-09,Facebook Ads,Mobile
224,2024-02-11,Facebook Ads,Mobile
225,2024-01-28,Facebook Ads,Mobile
226,2024-01-26,Referral,Desktop
227,2024-11-21,Facebook Ads,Mobile
228,2024-02-14,Google Ads,Desktop
229,2024-07-19,Facebook Ads,Desktop
230,2024-03-30,Facebook Ads,Mobile
231,2024-05-22,Google Ads,Desktop
232,2024-03-03,Organic,Desktop
233,2024-03-18,Facebook Ads,Desktop
234,2024-03-02,Facebook Ads,Mobile
235,2024-01-20,Google Ads,Mobile
236,2024-04-25,Facebook Ads,Desktop
237,2024-01-30,Facebook Ads,Desktop
238,2024-01-03,Referral,Desktop
239,2024-04-03,Organic,Desktop
240,2024-01-18,Organic,Desktop
241,2024-09-10,Google Ads,Desktop
242,2024-10-03,Google Ads,Mobile
243,2024-08-09,Google Ads,Mobile
244,2024-02-11,Organic,Desktop
245,2024-01-02,Organic,Desktop
246,2024-08-25,Facebook Ads,Desktop
247,2024-02-20,Google Ads,Mobile
248,2024-11-02,Google Ads,Desktop
249,2024-10-25,Referral,Desktop
250,2024-06-21,Organic,Mobile
251,2024-02-01,Google Ads,Mobile
252,2024-02-13,Facebook Ads,Mobile
253,2024-06-20,Organic,Mobile
254,2024-02-04,Facebook Ads,Mobile
255,2024-01-17,Google Ads,Mobile
256,2024-03-14,Facebook Ads,Mobile
257,2024-09-04,Organic,Desktop
258,2024-04-17,Facebook Ads,Desktop
259,2024-03-16,Google Ads,Desktop
260,2024-01-10,Referral,Mobile
261,2024-03-26,Facebook Ads,Mobile
262,2025-02-18,Google Ads,Desktop
263,2024-01-14,Google Ads,Mobile
264,2024-03-06,Facebook Ads,Desktop
265,2024-07-07,Organic,Desktop
266,2024-05-01,Facebook Ads,Mobile
267,2024-04-17,Google Ads,Desktop
268,2024-04-19,Organic,Mobile
269,2024-02-10,Organic,Mobile
270,2024-02-01,Organic,Desktop
271,2024-05-29,Facebook Ads,Mobile
272,2024-05-29,Facebook Ads,Desktop
273,2024-06-30,Organic,Mobile
274,2024-08-08,Google Ads,Mobile
275,2024-03-05,Organic,Desktop
276,2024-03-03,Organic,Desktop
277,2024-05-24,Organic,Mobile
278,2024-04-04,Google Ads,Mobile
279,2024-04-18,Google Ads,Desktop
280,2024-05-22,Organic,Mobile
281,2024-07-17,Google Ads,Desktop
282,2024-02-07,Facebook Ads,Desktop
283,2024-02-12,Referral,Desktop
284,2024-01-09,Referral,Desktop
285,2024-03-18,Google Ads,Mobile
286,2024-01-04,Facebook Ads,Desktop
287,2024-02-26,Google Ads,Desktop
288,2024-03-11,Organic,Mobile
289,2024-01-31,Referral,Desktop
290,2024-03-21,Facebook Ads,Mobile
291,2024-01-03,Facebook Ads,Mobile
292,2024-01-04,Referral,Mobile
293,2024-06-04,Google Ads,Desktop
294,2024-02-10,Google Ads,Mobile
295,2024-01-13,Referral,Desktop
296,2024-03-07,Facebook Ads,Desktop
297,2024-05-12,Organic,Mobile
298,2024-01-22,Facebook Ads,Mobile
299,2024-03-28,Google Ads,Desktop
300,2024-01-09,Organic,Mobile
301,2024-01-05,Google Ads,Desktop
302,2024-03-09,Referral,Mobile
303,2024-03-11,Organic,Mobile
304,2024-04-01,Google Ads,Desktop
305,2024-04-26,Facebook Ads,Mobile
306,2024-12-01,Google Ads,Mobile
307,2024-03-06,Google Ads,Mobile
308,2024-02-05,Facebook Ads,Mobile
309,2024-05-22,Google Ads,Mobile
310,2024-01-29,Google Ads,Desktop
311,2024-02-22,Organic,Mobile
312,2024-01-08,Organic,Mobile
313,2024-01-03,Organic,Desktop
314,2024-10-22,Facebook Ads,Mobile
315,2024-06-11,Facebook Ads,Mobile
316,2024-04-17,Organic,Desktop
317,2024-02-17,Google Ads,Desktop
318,2024-01-18,Facebook Ads,Desktop
319,2024-01-16,Organic,Desktop
320,2024-01-26,Organic,Mobile
321,2024-03-12,Google Ads,Desktop
322,2024-04-22,Facebook Ads,Mobile
323,2024-04-07,Organic,Mobile
324,2024-01-30,Organic,Mobile
325,2024-10-05,Organic,Mobile
326,2024-04-30,Organic,Mobile
327,2024-03-13,Organic,Desktop
328,2024-03-26,Google Ads,Mobile
329,2024-02-18,Facebook Ads,Mobile
330,2024-01-26,Organic,Mobile
331,2024-02-09,Organic,Mobile
332,2024-05-07,Organic,Desktop
333,2024-01-02,Facebook Ads,Mobile
334,2024-01-12,Facebook Ads,Mobile
335,2024-01-05,Referral,Mobile
336,2024-01-04,Organic,Desktop
337,2024-06-23,Referral,Mobile
338,2024-04-19,Organic,Mobile
339,2024-02-27,Organic,Mobile
340,2024-01-10,Organic,Mobile
341,2024-03-01,Referral,Mobile
342,2024-02-27,Organic,Desktop
343,2024-01-18,Organic,Desktop
344,2024-02-21,Facebook Ads,Desktop
345,2024-02-15,Google Ads,Mobile
346,2024-03-27,Organic,Mobile
347,2024-03-31,Facebook Ads,Mobile
348,2024-01-05,Facebook Ads,Desktop
349,2024-02-12,Google Ads,Desktop
350,2024-03-29,Facebook Ads,Desktop
351,2024-03-03,Facebook Ads,Mobile
352,2024-06-23,Google Ads,Mobile
353,2024-04-06,Referral,Mobile
354,2024-01-17,Google Ads,Desktop
355,2024-01-07,Facebook Ads,Desktop
356,2024-04-02,Facebook Ads,Desktop
357,2024-01-03,Organic,Mobile
358,2024-03-20,Google Ads,Mobile
359,2024-09-10,Organic,Desktop
360,2024-03-18,Organic,Desktop
361,2024-02-14,Organic,Mobile
362,2024-04-02,Facebook Ads,Mobile
363,2024-02-25,Organic,Mobile
364,2024-03-11,Facebook Ads,Mobile
365,2024-09-12,Referral,Mobile
366,2024-02-13,Organic,Desktop
367,2024-10-19,Google Ads,Mobile
368,2024-07-31,Facebook Ads,Mobile
369,2024-01-20,Facebook Ads,Mobile
370,2024-01-07,Organic,Desktop
371,2024-01-10,Facebook Ads,Desktop
372,2024-01-02,Organic,Mobile
373,2024-01-09,Facebook Ads,Desktop
374,2024-04-13,Organic,Desktop
375,2024-01-07,Organic,Mobile
376,2024-02-04,Organic,Mobile
377,2024-06-16,Organic,Desktop
378,2024-01-03,Facebook Ads,Desktop
379,2024-05-31,Facebook Ads,Desktop
380,2024-01-30,Organic,Desktop
381,2024-01-12,Google Ads,Desktop
382,2024-04-17,Google Ads,Mobile
383,2024-03-30,Facebook Ads,Mobile
384,2024-07-07,Facebook Ads,Mobile
385,2024-04-29,Facebook Ads,Mobile
386,2024-05-26,Referral,Desktop
387,2024-01-30,Facebook Ads,Desktop
388,2024-01-18,Organic,Desktop
389,2024-05-04,Facebook Ads,Mobile
390,2024-05-27,Organic,Desktop
391,2025-02-23,Google Ads,Mobile
392,2024-02-17,Referral,Mobile
393,2024-02-11,Referral,Desktop
394,2024-05-14,Google Ads,Desktop
395,2024-02-07,Referral,Desktop
396,2024-08-28,Referral,Mobile
397,2024-06-24,Organic,Mobile
398,2024-02-20,Organic,Mobile
399,2024-05-05,Facebook Ads,Mobile
400,2024-05-06,Organic,Desktop
401,2024-01-10,Facebook Ads,Desktop
402,2024-07-28,Facebook Ads,Desktop
403,2024-03-04,Referral,Mobile
404,2024-06-06,Google Ads,Desktop
405,2024-02-04,Organic,Mobile
406,2024-07-22,Organic,Desktop
407,2024-02-14,Referral,Mobile
408,2024-01-01,Referral,Mobile
409,2024-07-31,Facebook Ads,Mobile
410,2024-01-09,Facebook Ads,Desktop
411,2024-02-04,Google Ads,Mobile
412,2024-09-26,Facebook Ads,Mobile
413,2024-09-27,Facebook Ads,Desktop
414,2024-03-17,Google Ads,Mobile
415,2024-03-30,Organic,Mobile
416,2024-02-23,Organic,Mobile
417,2024-02-01,Google Ads,Mobile
418,2024-02-05,Organic,Desktop
419,2024-04-10,Facebook Ads,Desktop
420,2024-05-05,Facebook Ads,Mobile
421,2024-05-21,Organic,Desktop
422,2024-05-20,Organic,Mobile
423,2024-01-09,Organic,Mobile
424,2024-03-02,Facebook Ads,Mobile
425,2024-01-06,Organic,Mobile
426,2024-03-12,Organic,Mobile
427,2024-02-22,Organic,Desktop
428,2024-07-15,Organic,Desktop
429,2024-02-08,Referral,Mobile
430,2024-01-12,Organic,Desktop
431,2024-01-14,Organic,Desktop
432,2024-05-09,Referral,Desktop
433,2024-03-27,Organic,Desktop
434,2024-01-10,Google Ads,Mobile
435,2024-01-08,Organic,Desktop
436,2024-04-18,Google Ads,Desktop
437,2024-01-07,Facebook Ads,Desktop
438,2024-06-04,Organic,Mobile
439,2024-04-20,Referral,Mobile
440,2024-01-08,Referral,Mobile
441,2024-01-08,Google Ads,Mobile
442,2025-01-23,Google Ads,Mobile
443,2024-02-12,Facebook Ads,Desktop
444,2024-02-11,Referral,Mobile
445,2024-05-30,Referral,Desktop
446,2024-09-21,Organic,Mobile
447,2025-01-19,Organic,Desktop
448,2024-05-05,Organic,Mobile
449,2024-02-12,Organic,Mobile
450,2024-01-08,Facebook Ads,Desktop
451,2024-05-15,Google Ads,Desktop
452,2024-03-14,Organic,Desktop
453,2024-02-19,Organic,Mobile
454,2024-08-01,Google Ads,Mobile
455,2024-01-11,Referral,Desktop
456,2024-03-02,Facebook Ads,Mobile
457,2024-01-02,Google Ads,Desktop
458,2024-02-26,Organic,Mobile
459,2024-01-06,Organic,Mobile
460,2024-01-12,Organic,Mobile
461,2024-01-12,Facebook Ads,Mobile
462,2024-04-04,Facebook Ads,Desktop
463,2024-05-03,Organic,Desktop
464,2024-03-19,Organic,Mobile
465,2024-10-21,Facebook Ads,Desktop
466,2024-02-12,Organic,Mobile
467,2024-01-31,Google Ads,Mobile
468,2024-07-01,Organic,Mobile
469,2024-01-23,Organic,Desktop
470,2024-10-24,Facebook Ads,Desktop
471,2024-01-02,Facebook Ads,Desktop
472,2024-11-11,Organic,Desktop
473,2024-01-04,Organic,Desktop
474,2024-07-18,Organic,Desktop
475,2024-03-08,Organic,Desktop
476,2025-03-22,Organic,Desktop
477,2024-01-07,Referral,Mobile
478,2024-03-13,Google Ads,Mobile
479,2024-11-09,Google Ads,Mobile
480,2024-03-07,Google Ads,Mobile
481,2024-03-30,Facebook Ads,Desktop
482,2024-04-17,Organic,Mobile
483,2024-02-24,Facebook Ads,Desktop
484,2024-03-29,Referral,Mobile
485,2024-03-20,Organic,Mobile
486,2024-07-27,Organic,Mobile
487,2024-01-05,Google Ads,Desktop
488,2024-01-30,Facebook Ads,Mobile
489,2024-09-27,Facebook Ads,Mobile
490,2024-07-17,Google Ads,Desktop
491,2024-02-24,Facebook Ads,Desktop
492,2024-03-28,Organic,Mobile
493,2024-01-30,Referral,Mobile
494,2024-01-19,Referral,Mobile
495,2024-02-26,Organic,Desktop
496,2024-02-09,Facebook Ads,Mobile
497,2024-03-19,Referral,Mobile
498,2024-01-08,Referral,Mobile
499,2024-11-25,Facebook Ads,Mobile
500,2025-01-20,Organic,Desktop
501,2024-04-17,Facebook Ads,Mobile
502,2024-03-10,Organic,Mobile
503,2024-02-03,Referral,Mobile
504,2024-05-31,Facebook Ads,Mobile
505,2024-04-13,Referral,Mobile
506,2024-01-16,Organic,Desktop
507,2024-08-05,Referral,Desktop
508,2024-06-04,Google Ads,Desktop
509,2024-09-26,Organic,Desktop
510,2024-04-26,Facebook Ads,Desktop
511,2024-03-26,Google Ads,Mobile
512,2024-02-18,Facebook Ads,Desktop
513,2024-08-30,Referral,Desktop
514,2024-06-29,Organic,Desktop
515,2024-01-05,Referral,Mobile
516,2024-01-03,Referral,Mobile
517,2024-02-12,Facebook Ads,Desktop
518,2024-05-29,Google Ads,Desktop
519,2025-01-27,Facebook Ads,Desktop
520,2024-01-15,Facebook Ads,Mobile
521,2024-03-22,Facebook Ads,Mobile
522,2024-02-13,Google Ads,Mobile
523,2024-11-11,Facebook Ads,Desktop
524,2024-06-15,Facebook Ads,Mobile
525,2024-06-12,Facebook Ads,Mobile
526,2024-02-26,Facebook Ads,Desktop
527,2024-02-18,Referral,Mobile
528,2024-01-29,Organic,Desktop
529,2024-01-06,Referral,Mobile
530,2024-06-29,Google Ads,Desktop
531,2024-05-30,Facebook Ads,Desktop
532,2026-01-05,Organic,Desktop
533,2025-05-27,Google Ads,Desktop
534,2024-03-13,Facebook Ads,Mobile
535,2024-05-11,Facebook Ads,Mobile
536,2024-09-17,Facebook Ads,Mobile
537,2024-06-19,Facebook Ads,Desktop
538,2024-01-26,Google Ads,Desktop
539,2024-02-23,Organic,Mobile
540,2024-01-13,Facebook Ads,Desktop
541,2024-10-04,Facebook Ads,Mobile
542,2024-03-24,Organic,Desktop
543,2024-01-24,Facebook Ads,Desktop
544,2024-04-10,Google Ads,Mobile
545,2024-03-27,Referral,Mobile
546,2024-02-09,Facebook Ads,Mobile
547,2024-01-11,Facebook Ads,Desktop
548,2024-04-10,Google Ads,Mobile
549,2024-03-07,Google Ads,Mobile
550,2024-05-13,Organic,Mobile
551,2024-03-07,Organic,Mobile
552,2024-06-21,Facebook Ads,Mobile
553,2024-03-13,Organic,Desktop
554,2024-03-15,Google Ads,Mobile
555,2024-07-07,Facebook Ads,Desktop
556,2024-02-16,Organic,Desktop
557,2024-01-13,Facebook Ads,Mobile
558,2024-01-03,Google Ads,Mobile
559,2024-05-06,Facebook Ads,Desktop
560,2024-03-28,Google Ads,Desktop
561,2024-04-19,Google Ads,Mobile
562,2024-01-22,Organic,Mobile
563,2024-01-14,Facebook Ads,Mobile
564,2024-01-02,Google Ads,Desktop
565,2024-02-08,Google Ads,Mobile
566,2024-03-21,Organic,Mobile
567,2024-02-14,Organic,Desktop
568,2024-02-21,Organic,Desktop
569,2024-07-30,Organic,Mobile
570,2024-02-08,Referral,Mobile
571,2024-03-05,Google Ads,Desktop
572,2024-05-17,Google Ads,Mobile
573,2024-02-15,Organic,Mobile
574,2024-03-28,Referral,Desktop
575,2024-06-27,Referral,Mobile
576,2024-09-25,Google Ads,Desktop
577,2024-01-15,Facebook Ads,Desktop
578,2024-08-23,Google Ads,Mobile
579,2024-03-01,Organic,Mobile
580,2024-01-27,Google Ads,Desktop
581,2024-02-25,Google Ads,Desktop
582,2024-12-18,Organic,Desktop
583,2024-03-02,Google Ads,Desktop
584,2024-02-05,Referral,Mobile
585,2024-03-31,Google Ads,Desktop
586,2024-01-25,Google Ads,Mobile
587,2024-01-08,Google Ads,Mobile
588,2024-01-13,Organic,Mobile
589,2024-01-13,Facebook Ads,Mobile
590,2024-01-15,Facebook Ads,Desktop
591,2024-01-14,Referral,Mobile
592,2024-04-02,Facebook Ads,Mobile
593,2024-01-19,Organic,Mobile
594,2024-02-08,Organic,Desktop
595,2024-07-23,Google Ads,Desktop
596,2024-02-27,Organic,Mobile
597,2024-04-09,Facebook Ads,Mobile
598,2024-01-18,Organic,Mobile
599,2024-01-20,Google Ads,Desktop
600,2024-01-04,Organic,Desktop
601,2024-01-17,Facebook Ads,Mobile
602,2024-01-30,Organic,Desktop
603,2024-01-18,Facebook Ads,Mobile
604,2024-01-09,Facebook Ads,Desktop
605,2024-01-12,Facebook Ads,Mobile
606,2024-02-25,Facebook Ads,Mobile
607,2024-01-21,Organic,Mobile
608,2024-02-10,Facebook Ads,Mobile
609,2024-03-04,Referral,Desktop
610,2024-04-15,Referral,Mobile
611,2024-01-04,Organic,Desktop
612,2024-05-24,Facebook Ads,Desktop
613,2024-03-29,Google Ads,Mobile
614,2024-01-08,Organic,Mobile
615,2024-07-05,Google Ads,Mobile
616,2024-08-16,Facebook Ads,Desktop
617,2024-01-06,Organic,Mobile
618,2024-01-30,Organic,Mobile
619,2024-05-27,Organic,Mobile
620,2024-05-04,Facebook Ads,Desktop
621,2024-01-19,Organic,Mobile
622,2024-01-22,Facebook Ads,Mobile
623,2024-02-11,Facebook Ads,Mobile
624,2024-02-29,Referral,Mobile
625,2024-03-27,Facebook Ads,Desktop
626,2024-02-11,Facebook Ads,Mobile
627,2024-02-25,Facebook Ads,Desktop
628,2024-05-03,Referral,Desktop
629,2024-01-04,Organic,Desktop
630,2024-01-27,Organic,Desktop
631,2024-04-22,Organic,Mobile
632,2024-07-22,Facebook Ads,Mobile
633,2024-03-05,Google Ads,Desktop
634,2024-03-09,Google Ads,Mobile
635,2024-01-11,Facebook Ads,Desktop
636,2024-02-23,Google Ads,Mobile
637,2024-03-09,Referral,Desktop
638,2024-01-25,Facebook Ads,Desktop
639,2024-01-29,Facebook Ads,Mobile
640,2024-02-12,Facebook Ads,Mobile
641,2024-01-02,Facebook Ads,Desktop
642,2024-02-04,Referral,Desktop
643,2024-01-22,Google Ads,Mobile
644,2024-02-05,Google Ads,Desktop
645,2024-01-12,Organic,Mobile
646,2024-07-18,Facebook Ads,Mobile
647,2024-03-22,Google Ads,Desktop
648,2024-04-12,Google Ads,Desktop
649,2024-05-20,Organic,Desktop
650,2024-03-03,Referral,Desktop
651,2024-01-09,Organic,Mobile
652,2024-03-10,Google Ads,Desktop
653,2024-03-20,Organic,Mobile
654,2024-05-03,Facebook Ads,Mobile
655,2024-02-20,Facebook Ads,Mobile
656,2024-01-13,Facebook Ads,Mobile
657,2024-01-31,Google Ads,Mobile
658,2024-02-10,Google Ads,Mobile
659,2024-04-03,Organic,Mobile
660,2024-03-17,Referral,Mobile
661,2024-02-09,Google Ads,Desktop
662,2025-01-22,Google Ads,Mobile
663,2024-03-24,Facebook Ads,Mobile
664,2024-01-25,Facebook Ads,Desktop
665,2024-01-10,Organic,Desktop
666,2024-01-15,Google Ads,Desktop
667,2024-01-26,Organic,Mobile
668,2024-01-16,Facebook Ads,Desktop
669,2024-01-19,Facebook Ads,Mobile
670,2024-01-31,Google Ads,Mobile
671,2024-01-18,Facebook Ads,Mobile
672,2024-07-23,Facebook Ads,Desktop
673,2024-01-08,Organic,Mobile
674,2024-03-07,Facebook Ads,Mobile
675,2024-02-17,Organic,Mobile
676,2024-12-29,Facebook Ads,Desktop
677,2024-01-11,Facebook Ads,Desktop
678,2024-02-15,Google Ads,Mobile
679,2024-11-10,Organic,Desktop
680,2024-06-29,Google Ads,Mobile
681,2024-06-01,Organic,Desktop
682,2024-01-27,Facebook Ads,Mobile
683,2024-01-17,Organic,Desktop
684,2024-04-09,Facebook Ads,Mobile
685,2024-08-26,Organic,Desktop
686,2024-03-14,Organic,Mobile
687,2024-03-17,Referral,Mobile
688,2024-01-30,Google Ads,Mobile
689,2024-05-12,Facebook Ads,Mobile
690,2024-01-19,Facebook Ads,Mobile
691,2024-02-05,Organic,Desktop
692,2024-02-19,Google Ads,Mobile
693,2024-03-04,Organic,Desktop
694,2024-01-25,Facebook Ads,Desktop
695,2024-01-11,Google Ads,Desktop
696,2024-03-25,Facebook Ads,Desktop
697,2024-01-31,Referral,Desktop
698,2024-03-19,Organic,Mobile
699,2024-01-16,Referral,Desktop
700,2024-02-29,Facebook Ads,Mobile
701,2024-03-09,Organic,Desktop
702,2024-01-05,Organic,Desktop
703,2024-02-06,Google Ads,Mobile
704,2024-01-13,Organic,Mobile
705,2024-01-06,Referral,Mobile
706,2025-02-18,Referral,Desktop
707,2024-02-05,Organic,Desktop
